userId,movieId,rating,Adventure,Children,Fantasy,Drama,Mystery,Sci-Fi,Thriller,Crime,Action,Comedy,Romance,War,Horror,Musical,Western,Animation,Film-Noir,IMAX,Documentary
1,1249,0.35215887544003766,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1,1258,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1259,0.35215887544003766,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1261,-0.12876823338896587,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1262,-0.12876823338896587,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1266,0.35215887544003766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1278,0.35215887544003766,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1291,-0.12876823338896587,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1304,-0.6096953422179694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1321,0.35215887544003766,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1333,0.35215887544003766,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1348,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1350,-0.12876823338896587,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1358,0.35215887544003766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1370,-0.6096953422179694,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1374,0.35215887544003766,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1387,0.35215887544003766,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1525,-0.6096953422179694,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1584,-0.12876823338896587,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1750,-0.12876823338896587,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1848,-0.12876823338896587,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1920,-0.12876823338896587,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1967,0.35215887544003766,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1994,-0.12876823338896587,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1997,-0.12876823338896587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2021,0.35215887544003766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2100,0.35215887544003766,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,2118,0.35215887544003766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2138,0.35215887544003766,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2140,0.35215887544003766,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2143,0.35215887544003766,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2173,0.35215887544003766,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2174,0.35215887544003766,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2193,0.35215887544003766,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2194,-0.12876823338896587,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,2253,-0.12876823338896587,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2288,0.35215887544003766,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1,2291,0.35215887544003766,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2542,0.35215887544003766,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,2628,0.35215887544003766,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2644,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2648,-0.12876823338896587,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2664,-0.12876823338896587,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2683,-0.12876823338896587,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,2692,-0.12876823338896587,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,2716,-0.12876823338896587,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,2761,-0.6096953422179694,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2762,0.35215887544003766,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2804,-0.12876823338896587,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2872,0.35215887544003766,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2918,-0.12876823338896587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2944,0.35215887544003766,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,2947,-0.12876823338896587,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,2959,0.35215887544003766,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,2968,0.35215887544003766,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3000,-0.12876823338896587,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3030,-0.6096953422179694,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3037,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3081,0.35215887544003766,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,3153,0.35215887544003766,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3265,-0.12876823338896587,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,3438,-0.12876823338896587,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,3476,-0.12876823338896587,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3479,0.35215887544003766,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3489,0.35215887544003766,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3499,0.35215887544003766,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3889,0.35215887544003766,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3932,-0.6096953422179694,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3996,0.35215887544003766,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,3997,-0.12876823338896587,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4011,0.35215887544003766,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,4027,0.35215887544003766,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,4105,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4128,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4133,-0.6096953422179694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4226,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4306,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4446,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4467,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4571,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4720,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4754,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4878,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4896,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4911,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4915,-0.6096953422179694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4941,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4980,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4993,1.3140130930980447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5026,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5039,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5040,-0.6096953422179694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5146,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5171,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5540,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5679,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5797,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5816,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5898,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5952,1.3140130930980447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5999,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6093,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6242,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6333,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6502,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6539,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6754,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6755,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6774,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6807,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6834,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6888,-0.6096953422179694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7001,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7045,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7046,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7153,1.3140130930980447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7164,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7247,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7387,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7389,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7438,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7449,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7454,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7482,-0.6096953422179694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7757,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8368,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8482,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8507,1.3140130930980447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8636,0.8330859842690412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8690,-0.12876823338896587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8961,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31696,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0.35215887544003766,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,62,1.3140130930980447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,70,1.3140130930980447,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
2,110,0.35215887544003766,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,242,-0.6096953422179694,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,260,1.3140130930980447,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,266,1.3140130930980447,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2,469,-0.6096953422179694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,480,1.3140130930980447,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,541,1.3140130930980447,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,589,1.3140130930980447,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,891,-1.5715495598759766,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,908,0.35215887544003766,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2,924,1.3140130930980447,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1121,-0.6096953422179694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1196,1.3140130930980447,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1210,1.3140130930980447,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1214,1.3140130930980447,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1249,1.3140130930980447,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2,1259,1.3140130930980447,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1270,1.3140130930980447,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1327,1.3140130930980447,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1356,1.3140130930980447,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,1544,1.3140130930980447,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,1580,0.35215887544003766,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,1673,0.35215887544003766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1748,1.3140130930980447,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1965,-0.6096953422179694,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1969,-1.5715495598759766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1970,-1.5715495598759766,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1971,-1.5715495598759766,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1972,-1.5715495598759766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1973,-0.6096953422179694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1974,1.3140130930980447,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1986,-1.5715495598759766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2291,-1.5715495598759766,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2454,0.35215887544003766,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2455,0.35215887544003766,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,2791,-1.5715495598759766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2858,-0.6096953422179694,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2948,1.3140130930980447,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,2951,0.35215887544003766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,3150,0.35215887544003766,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3159,-0.6096953422179694,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,3173,0.35215887544003766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3450,1.3140130930980447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,3513,1.3140130930980447,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3534,-0.6096953422179694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3555,0.35215887544003766,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,3565,-0.6096953422179694,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,3703,0.35215887544003766,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,3753,0.35215887544003766,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,3917,0.35215887544003766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3918,-0.6096953422179694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3923,0.35215887544003766,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3926,0.35215887544003766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3927,1.3140130930980447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3928,1.3140130930980447,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,3930,1.3140130930980447,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3937,0.35215887544003766,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3959,1.3140130930980447,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,0.35215887544003766,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,24,-0.6096953422179694,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,32,0.35215887544003766,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,50,1.3140130930980447,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,160,-0.6096953422179694,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,173,-1.5715495598759766,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,175,1.3140130930980447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,196,-0.6096953422179694,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,223,1.3140130930980447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,260,1.3140130930980447,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,316,1.3140130930980447,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,318,1.3140130930980447,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,329,1.3140130930980447,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,337,-0.6096953422179694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,440,-0.6096953422179694,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,442,-0.6096953422179694,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,457,1.3140130930980447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,480,1.3140130930980447,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3,490,1.3140130930980447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,512,-1.5715495598759766,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,541,1.3140130930980447,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3,589,0.35215887544003766,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,593,1.3140130930980447,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3,610,0.35215887544003766,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3,718,-0.6096953422179694,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,780,-0.6096953422179694,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3,788,0.35215887544003766,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,858,1.3140130930980447,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
