userId,movieId,rating,user_tag,genres
1,1278,4.0,sci-fi,Comedy|Fantasy
1,1291,3.5,sci-fi,Action|Adventure
1,1304,3.0,sci-fi,Action|Western
1,1321,4.0,sci-fi,Comedy|Horror|Thriller
1,1333,4.0,sci-fi,Horror|Thriller
1,1348,3.5,sci-fi,Horror
1,1350,3.5,sci-fi,Horror|Mystery|Thriller
1,1358,4.0,sci-fi,Drama
1,1370,3.0,sci-fi,Action|Adventure|Thriller
1,1374,4.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
1,1387,4.0,sci-fi,Action|Horror
1,1525,3.0,sci-fi,Action|Adventure|Children|Fantasy
1,1584,3.5,sci-fi,Drama|Sci-Fi
1,1750,3.5,sci-fi,Adventure|Children|Fantasy|Sci-Fi
1,1848,3.5,sci-fi,Adventure|Children|Comedy|Fantasy
1,1920,3.5,sci-fi,Animation|Children|Fantasy|War
1,1967,4.0,sci-fi,Adventure|Fantasy|Musical
1,1994,3.5,sci-fi,Horror|Thriller
1,1997,3.5,sci-fi,Horror|Mystery
1,2021,4.0,sci-fi,Adventure|Sci-Fi
1,2100,4.0,sci-fi,Comedy|Fantasy|Romance
1,2118,4.0,sci-fi,Thriller
1,2138,4.0,sci-fi,Adventure|Animation|Children|Drama|Fantasy
1,2140,4.0,sci-fi,Adventure|Fantasy
1,2143,4.0,sci-fi,Adventure|Fantasy|Romance
1,2173,4.0,sci-fi,Adventure|Fantasy|Sci-Fi
1,2174,4.0,sci-fi,Comedy|Fantasy
1,2193,4.0,sci-fi,Action|Adventure|Fantasy
1,2194,3.5,sci-fi,Action|Crime|Drama
1,2253,3.5,sci-fi,Comedy|Fantasy
1,2288,4.0,sci-fi,Action|Horror|Sci-Fi|Thriller
1,2291,4.0,sci-fi,Drama|Fantasy|Romance
1,2542,4.0,sci-fi,Comedy|Crime|Thriller
1,2628,4.0,sci-fi,Action|Adventure|Sci-Fi
1,2644,3.5,sci-fi,Horror
1,2648,3.5,sci-fi,Drama|Horror|Sci-Fi
1,2664,3.5,sci-fi,Horror|Sci-Fi|Thriller
1,2683,3.5,sci-fi,Action|Adventure|Comedy
1,2692,3.5,sci-fi,Action|Crime
1,2716,3.5,sci-fi,Action|Comedy|Sci-Fi
1,2761,3.0,sci-fi,Adventure|Animation|Children|Drama|Sci-Fi
1,2762,4.0,sci-fi,Drama|Horror|Mystery
1,2804,3.5,sci-fi,Children|Comedy
1,2872,4.0,sci-fi,Adventure|Fantasy
1,2918,3.5,sci-fi,Comedy
1,2944,4.0,sci-fi,Action|Drama|War
1,2947,3.5,sci-fi,Action|Adventure|Thriller
1,2959,4.0,sci-fi,Action|Crime|Drama|Thriller
1,2968,4.0,sci-fi,Adventure|Comedy|Fantasy|Sci-Fi
1,3000,3.5,sci-fi,Action|Adventure|Animation|Drama|Fantasy
1,3030,3.0,sci-fi,Action|Adventure
1,3037,3.5,sci-fi,Western
1,3081,4.0,sci-fi,Fantasy|Horror|Mystery|Romance
1,3153,4.0,sci-fi,Action|Adventure|Fantasy
1,3265,3.5,sci-fi,Action|Crime|Drama|Thriller
1,3438,3.5,sci-fi,Action|Children|Comedy|Fantasy|Sci-Fi
1,3476,3.5,sci-fi,Horror|Mystery
1,3479,4.0,sci-fi,Adventure|Fantasy|Romance
1,3489,4.0,sci-fi,Adventure|Comedy|Fantasy
1,3499,4.0,sci-fi,Drama|Horror|Thriller
1,3889,4.0,sci-fi,Action|Adventure|Fantasy
1,3932,3.0,sci-fi,Horror|Sci-Fi
1,3996,4.0,sci-fi,Action|Drama|Romance
1,3997,3.5,sci-fi,Adventure|Fantasy
1,4011,4.0,sci-fi,Comedy|Crime|Thriller
1,4027,4.0,sci-fi,Adventure|Comedy|Crime
1,4105,3.5,sci-fi,Fantasy|Horror|Thriller
1,4128,4.0,sci-fi,Comedy|Horror|Thriller
1,4133,3.0,sci-fi,Action|Adventure|Fantasy|Sci-Fi
1,4226,3.5,sci-fi,Mystery|Thriller
1,4306,4.0,sci-fi,Adventure|Animation|Children|Comedy|Fantasy|Romance
1,4446,3.5,sci-fi,Adventure|Animation|Fantasy|Sci-Fi
1,4467,4.0,sci-fi,Adventure|Comedy|Fantasy
1,4571,4.0,sci-fi,Adventure|Comedy|Sci-Fi
1,4720,3.5,sci-fi,Drama|Horror|Mystery|Thriller
1,4754,4.0,sci-fi,Drama|Horror|Mystery|Thriller
1,4878,3.5,sci-fi,Drama|Mystery|Sci-Fi|Thriller
1,4896,4.0,sci-fi,Adventure|Children|Fantasy
1,4911,4.0,sci-fi,Adventure|Comedy|Fantasy
1,4915,3.0,sci-fi,Action|Adventure|Fantasy
1,4941,3.5,sci-fi,Action|Adventure|Sci-Fi
1,4980,3.5,sci-fi,Adventure|Comedy|Fantasy|Sci-Fi
1,4993,5.0,sci-fi,Adventure|Fantasy
1,5026,4.0,sci-fi,Action|Mystery|Thriller
1,5039,4.0,sci-fi,Action|Adventure|Fantasy
1,5040,3.0,sci-fi,Action|Adventure|Fantasy
1,5146,3.5,sci-fi,Animation|Fantasy|Horror|Sci-Fi
1,5171,4.0,sci-fi,Action|Adventure|Sci-Fi
1,5540,4.0,sci-fi,Action|Adventure|Fantasy|Romance
1,5679,3.5,sci-fi,Horror|Mystery|Thriller
1,5797,4.0,sci-fi,Fantasy|Horror
1,5816,4.0,sci-fi,Adventure|Fantasy
1,5898,3.5,sci-fi,Action|Adventure|Fantasy
1,5952,5.0,sci-fi,Adventure|Fantasy
1,5999,3.5,sci-fi,Action|Adventure|Animation|Fantasy|Sci-Fi
1,6093,4.0,sci-fi,Animation|Children|Fantasy
1,6242,3.5,sci-fi,Horror|Mystery|Thriller
1,6333,4.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
1,6502,3.5,sci-fi,Action|Horror|Sci-Fi
1,6539,4.0,sci-fi,Action|Adventure|Comedy|Fantasy
1,6754,4.0,sci-fi,Action|Fantasy|Horror
1,6755,3.5,sci-fi,Comedy|Horror
1,6774,4.0,sci-fi,Fantasy|Horror|Sci-Fi|Thriller
1,6807,3.5,sci-fi,Comedy
1,6834,3.5,sci-fi,Comedy|Fantasy|Romance
1,6888,3.0,sci-fi,Comedy|Horror
1,7001,3.5,sci-fi,Horror|Mystery|Sci-Fi|Thriller
1,7045,3.5,sci-fi,Children|Fantasy
1,7046,4.0,sci-fi,Comedy|Fantasy|Horror|Thriller
1,7153,5.0,sci-fi,Action|Adventure|Drama|Fantasy
1,7164,3.5,sci-fi,Action|Adventure|Children|Fantasy
1,7247,3.5,sci-fi,Adventure|Children|Comedy|Fantasy|Musical
1,7387,3.5,sci-fi,Action|Drama|Horror
1,7389,4.0,sci-fi,Adventure|Fantasy
1,7438,4.0,sci-fi,Action|Drama|Thriller
1,7449,3.5,sci-fi,Drama|Horror|Thriller
1,7454,4.0,sci-fi,Action|Adventure|Fantasy|Horror
1,7482,3.0,sci-fi,Action|Crime
1,7757,4.0,sci-fi,Action|Adventure|Fantasy
1,8368,4.0,sci-fi,Adventure|Fantasy|IMAX
1,8482,3.5,sci-fi,Drama|Fantasy|Horror
1,8507,5.0,sci-fi,Crime|Drama|Horror
1,8636,4.5,sci-fi,Action|Adventure|Sci-Fi|IMAX
1,8690,3.5,sci-fi,Comedy|Drama|Sci-Fi|War
1,8961,4.0,sci-fi,Action|Adventure|Animation|Children|Comedy
1,31696,4.0,sci-fi,Action|Fantasy|Horror|Thriller
2,3,4.0,sci-fi,Comedy|Romance
2,62,5.0,sci-fi,Drama
2,70,5.0,sci-fi,Action|Comedy|Horror|Thriller
2,110,4.0,sci-fi,Action|Drama|War
2,242,3.0,sci-fi,Drama|Musical
2,260,5.0,sci-fi,Action|Adventure|Sci-Fi
2,266,5.0,sci-fi,Drama|Romance|War|Western
2,469,3.0,sci-fi,Drama|Romance
2,480,5.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
2,541,5.0,sci-fi,Action|Sci-Fi|Thriller
2,589,5.0,sci-fi,Action|Sci-Fi
2,891,2.0,sci-fi,Horror|Thriller
2,908,4.0,sci-fi,Action|Adventure|Mystery|Romance|Thriller
2,924,5.0,sci-fi,Adventure|Drama|Sci-Fi
2,1121,3.0,sci-fi,Drama
2,1196,5.0,sci-fi,Action|Adventure|Sci-Fi
2,1210,5.0,sci-fi,Action|Adventure|Sci-Fi
2,1214,5.0,sci-fi,Horror|Sci-Fi
2,1249,5.0,sci-fi,Action|Crime|Romance|Thriller
2,1259,5.0,sci-fi,Adventure|Drama
2,1270,5.0,sci-fi,Adventure|Comedy|Sci-Fi
2,1327,5.0,sci-fi,Drama|Horror|Mystery|Thriller
2,1356,5.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
2,1544,5.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
2,1580,4.0,sci-fi,Action|Comedy|Sci-Fi
2,1673,4.0,sci-fi,Drama
2,1748,5.0,sci-fi,Adventure|Film-Noir|Sci-Fi|Thriller
2,1965,3.0,sci-fi,Comedy|Sci-Fi
2,1969,2.0,sci-fi,Horror
2,1970,2.0,sci-fi,Horror|Thriller
2,1971,2.0,sci-fi,Horror|Thriller
2,1972,2.0,sci-fi,Horror
2,1973,3.0,sci-fi,Horror
2,1974,5.0,sci-fi,Horror|Mystery|Thriller
2,1986,2.0,sci-fi,Horror
2,2291,2.0,sci-fi,Drama|Fantasy|Romance
2,2454,4.0,sci-fi,Horror|Mystery|Sci-Fi
2,2455,4.0,sci-fi,Drama|Horror|Sci-Fi|Thriller
2,2791,2.0,sci-fi,Comedy
2,2858,3.0,sci-fi,Comedy|Drama
2,2948,5.0,sci-fi,Action|Adventure|Thriller
2,2951,4.0,sci-fi,Action|Western
2,3150,4.0,sci-fi,Drama|Thriller
2,3159,3.0,sci-fi,Animation|Children|Musical|IMAX
2,3173,4.0,sci-fi,Drama
2,3450,5.0,sci-fi,Comedy
2,3513,5.0,sci-fi,Drama|Thriller
2,3534,3.0,sci-fi,Drama
2,3555,4.0,sci-fi,Action|Thriller|War
2,3565,3.0,sci-fi,Comedy|Drama
2,3703,4.0,sci-fi,Action|Adventure|Sci-Fi
2,3753,4.0,sci-fi,Action|Drama|War
2,3917,4.0,sci-fi,Horror
2,3918,3.0,sci-fi,Horror
2,3923,4.0,sci-fi,Horror|Sci-Fi
2,3926,4.0,sci-fi,Adventure|Sci-Fi
2,3927,5.0,sci-fi,Adventure|Sci-Fi
2,3928,5.0,sci-fi,Comedy|Horror
2,3930,5.0,sci-fi,Adventure|Horror|Sci-Fi
2,3937,4.0,sci-fi,Sci-Fi|Thriller
2,3959,5.0,sci-fi,Action|Adventure|Sci-Fi
3,1,4.0,sci-fi,Adventure|Animation|Children|Comedy|Fantasy
3,24,3.0,sci-fi,Drama|Sci-Fi
3,32,4.0,sci-fi,Mystery|Sci-Fi|Thriller
3,50,5.0,sci-fi,Crime|Mystery|Thriller
3,160,3.0,sci-fi,Action|Adventure|Mystery|Sci-Fi
3,173,2.0,sci-fi,Action|Crime|Sci-Fi
3,175,5.0,sci-fi,Drama
3,196,3.0,sci-fi,Horror|Sci-Fi
3,223,5.0,sci-fi,Comedy
3,260,5.0,sci-fi,Action|Adventure|Sci-Fi
3,316,5.0,sci-fi,Action|Adventure|Sci-Fi
3,318,5.0,sci-fi,Crime|Drama
3,329,5.0,sci-fi,Adventure|Drama|Sci-Fi
3,337,3.0,sci-fi,Drama
3,440,3.0,sci-fi,Comedy|Romance
3,442,3.0,sci-fi,Action|Adventure|Sci-Fi
3,457,5.0,sci-fi,Thriller
3,480,5.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,490,5.0,sci-fi,Thriller
3,512,2.0,sci-fi,Horror|Sci-Fi
3,541,5.0,sci-fi,Action|Sci-Fi|Thriller
3,589,4.0,sci-fi,Action|Sci-Fi
3,593,5.0,sci-fi,Crime|Horror|Thriller
3,610,4.0,sci-fi,Action|Adventure|Animation|Horror|Sci-Fi
3,718,3.0,sci-fi,Comedy|Fantasy|Sci-Fi
3,780,3.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,788,4.0,sci-fi,Comedy|Fantasy|Romance|Sci-Fi
3,858,5.0,sci-fi,Crime|Drama
3,904,5.0,sci-fi,Mystery|Thriller
3,905,3.0,sci-fi,Comedy|Romance
3,919,4.0,sci-fi,Adventure|Children|Fantasy|Musical
3,924,5.0,sci-fi,Adventure|Drama|Sci-Fi
3,953,5.0,sci-fi,Drama|Fantasy|Romance
3,968,3.0,sci-fi,Horror|Sci-Fi|Thriller
3,1037,3.0,sci-fi,Action|Horror|Sci-Fi|Thriller
3,1060,5.0,sci-fi,Comedy|Drama
3,1073,5.0,sci-fi,Children|Comedy|Fantasy|Musical
3,1077,4.0,sci-fi,Comedy|Sci-Fi
3,1079,4.0,sci-fi,Comedy|Crime
3,1084,5.0,sci-fi,Crime|Drama
3,1089,5.0,sci-fi,Crime|Mystery|Thriller
3,1094,4.0,sci-fi,Drama|Romance|Thriller
3,1097,5.0,sci-fi,Children|Drama|Sci-Fi
3,1103,4.0,sci-fi,Drama
3,1125,4.0,sci-fi,Comedy|Crime
3,1127,3.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,1129,5.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,1179,3.0,sci-fi,Crime|Drama|Film-Noir
3,1188,2.0,sci-fi,Comedy|Romance
3,1193,4.0,sci-fi,Drama
3,1196,5.0,sci-fi,Action|Adventure|Sci-Fi
3,1197,5.0,sci-fi,Action|Adventure|Comedy|Fantasy|Romance
3,1198,5.0,sci-fi,Action|Adventure
3,1199,4.0,sci-fi,Fantasy|Sci-Fi
3,1200,4.0,sci-fi,Action|Adventure|Horror|Sci-Fi
3,1206,5.0,sci-fi,Crime|Drama|Sci-Fi|Thriller
3,1208,5.0,sci-fi,Action|Drama|War
3,1210,5.0,sci-fi,Action|Adventure|Sci-Fi
3,1213,5.0,sci-fi,Crime|Drama
3,1214,5.0,sci-fi,Horror|Sci-Fi
3,1215,4.0,sci-fi,Action|Adventure|Comedy|Fantasy|Horror
3,1219,4.0,sci-fi,Crime|Horror
3,1220,5.0,sci-fi,Action|Comedy|Musical
3,1221,5.0,sci-fi,Crime|Drama
3,1222,5.0,sci-fi,Drama|War
3,1225,3.0,sci-fi,Drama
3,1228,3.0,sci-fi,Drama
3,1230,5.0,sci-fi,Comedy|Romance
3,1240,5.0,sci-fi,Action|Sci-Fi|Thriller
3,1242,5.0,sci-fi,Drama|War
3,1247,5.0,sci-fi,Comedy|Drama|Romance
3,1257,5.0,sci-fi,Comedy|Romance
3,1258,5.0,sci-fi,Horror
3,1259,5.0,sci-fi,Adventure|Drama
3,1261,5.0,sci-fi,Action|Comedy|Fantasy|Horror
3,1266,5.0,sci-fi,Drama|Western
3,1270,5.0,sci-fi,Adventure|Comedy|Sci-Fi
3,1272,4.0,sci-fi,Drama|War
3,1276,5.0,sci-fi,Drama
3,1278,5.0,sci-fi,Comedy|Fantasy
3,1288,2.0,sci-fi,Comedy
3,1304,5.0,sci-fi,Action|Western
3,1307,4.0,sci-fi,Comedy|Romance
3,1321,5.0,sci-fi,Comedy|Horror|Thriller
3,1330,3.0,sci-fi,Horror
3,1333,4.0,sci-fi,Horror|Thriller
3,1345,4.0,sci-fi,Drama|Fantasy|Horror|Thriller
3,1356,5.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,1372,3.0,sci-fi,Action|Mystery|Sci-Fi
3,1373,4.0,sci-fi,Action|Sci-Fi
3,1374,5.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,1375,5.0,sci-fi,Action|Adventure|Sci-Fi
3,1376,4.0,sci-fi,Adventure|Comedy|Sci-Fi
3,1396,3.0,sci-fi,Action|Comedy|Crime|Drama|Sci-Fi
3,1544,4.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,1584,4.0,sci-fi,Drama|Sci-Fi
3,1603,4.0,sci-fi,Horror|Sci-Fi|Thriller
3,1653,4.0,sci-fi,Drama|Sci-Fi|Thriller
3,1674,4.0,sci-fi,Drama|Romance|Thriller
3,1676,5.0,sci-fi,Action|Sci-Fi
3,1721,4.0,sci-fi,Drama|Romance
3,1762,4.0,sci-fi,Action|Horror|Sci-Fi
3,1779,3.0,sci-fi,Sci-Fi|Thriller
3,1810,3.0,sci-fi,Comedy|Drama
3,1831,5.0,sci-fi,Action|Adventure|Sci-Fi
3,1876,4.0,sci-fi,Drama|Sci-Fi|Thriller
3,1882,4.0,sci-fi,Action|Sci-Fi|Thriller
3,1909,5.0,sci-fi,Action|Crime|Mystery|Sci-Fi|Thriller
3,1917,4.0,sci-fi,Action|Romance|Sci-Fi|Thriller
3,1921,4.0,sci-fi,Drama|Sci-Fi|Thriller
3,2009,5.0,sci-fi,Drama|Mystery|Sci-Fi|Thriller
3,2011,3.0,sci-fi,Adventure|Comedy|Sci-Fi
3,2012,3.0,sci-fi,Adventure|Comedy|Sci-Fi|Western
3,2018,4.0,sci-fi,Animation|Children|Drama
3,2028,4.0,sci-fi,Action|Drama|War
3,2034,4.0,sci-fi,Children|Sci-Fi
3,2046,5.0,sci-fi,Adventure|Children|Sci-Fi
3,2053,3.0,sci-fi,Children|Comedy|Sci-Fi
3,2054,4.0,sci-fi,Adventure|Children|Comedy|Fantasy|Sci-Fi
3,2076,5.0,sci-fi,Drama|Mystery|Thriller
3,2093,5.0,sci-fi,Adventure|Children|Fantasy
3,2105,4.0,sci-fi,Action|Adventure|Sci-Fi
3,2117,5.0,sci-fi,Drama|Sci-Fi
3,2118,5.0,sci-fi,Thriller
3,2140,4.0,sci-fi,Adventure|Fantasy
3,2150,5.0,sci-fi,Adventure|Comedy
3,2236,4.0,sci-fi,Drama
3,2288,5.0,sci-fi,Action|Horror|Sci-Fi|Thriller
3,2311,4.0,sci-fi,Sci-Fi
3,2329,4.0,sci-fi,Crime|Drama
3,2366,4.0,sci-fi,Action|Adventure|Fantasy|Horror
3,2371,4.0,sci-fi,Comedy|Crime|Mystery
3,2391,5.0,sci-fi,Crime|Drama|Thriller
3,2407,4.0,sci-fi,Comedy|Sci-Fi
3,2428,4.0,sci-fi,Horror|Sci-Fi
3,2448,5.0,sci-fi,Horror|Sci-Fi
3,2455,4.0,sci-fi,Drama|Horror|Sci-Fi|Thriller
3,2505,4.0,sci-fi,Drama|Mystery|Thriller
3,2528,4.0,sci-fi,Action|Adventure|Sci-Fi
3,2529,5.0,sci-fi,Action|Drama|Sci-Fi
3,2530,4.0,sci-fi,Action|Sci-Fi
3,2531,3.0,sci-fi,Action|Sci-Fi
3,2532,4.0,sci-fi,Action|Sci-Fi
3,2533,3.0,sci-fi,Action|Sci-Fi
3,2541,1.0,sci-fi,Drama
3,2551,4.0,sci-fi,Drama|Horror|Thriller
3,2567,3.0,sci-fi,Comedy
3,2571,5.0,sci-fi,Action|Sci-Fi|Thriller
3,2574,3.0,sci-fi,Comedy
3,2613,4.0,sci-fi,Comedy|Horror|Sci-Fi
3,2615,4.0,sci-fi,Adventure|Sci-Fi
3,2628,5.0,sci-fi,Action|Adventure|Sci-Fi
3,2640,4.0,sci-fi,Action|Adventure|Sci-Fi
3,2642,3.0,sci-fi,Action|Adventure|Sci-Fi
3,2643,1.0,sci-fi,Action|Adventure|Sci-Fi
3,2657,3.0,sci-fi,Comedy|Horror|Musical|Sci-Fi
3,2662,3.0,sci-fi,Action|Drama|Sci-Fi
3,2668,4.0,sci-fi,Horror|Sci-Fi
3,2676,1.0,sci-fi,Drama|Thriller
3,2694,4.0,sci-fi,Comedy
3,2699,3.0,sci-fi,Comedy|Horror
3,2710,5.0,sci-fi,Drama|Horror|Thriller
3,2722,4.0,sci-fi,Action|Horror|Sci-Fi|Thriller
3,2750,4.0,sci-fi,Comedy|Drama
3,2788,5.0,sci-fi,Comedy
3,2791,5.0,sci-fi,Comedy
3,2797,4.0,sci-fi,Comedy|Drama|Fantasy|Romance
3,2808,4.0,sci-fi,Action|Sci-Fi
3,2857,3.0,sci-fi,Adventure|Animation|Comedy|Fantasy|Musical
3,2872,5.0,sci-fi,Adventure|Fantasy
3,2900,3.0,sci-fi,Horror|Sci-Fi
3,2901,3.0,sci-fi,Horror|Sci-Fi
3,2916,4.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
3,2918,5.0,sci-fi,Comedy
3,2947,4.0,sci-fi,Action|Adventure|Thriller
3,2948,4.0,sci-fi,Action|Adventure|Thriller
3,2949,4.0,sci-fi,Action|Adventure|Thriller
3,2968,5.0,sci-fi,Adventure|Comedy|Fantasy|Sci-Fi
3,2985,5.0,sci-fi,Action|Crime|Drama|Sci-Fi|Thriller
3,2986,2.0,sci-fi,Action|Crime|Sci-Fi|Thriller
3,3033,5.0,sci-fi,Comedy|Sci-Fi
3,3039,5.0,sci-fi,Comedy
3,3070,4.0,sci-fi,Adventure|Comedy|Sci-Fi
3,3072,4.0,sci-fi,Comedy|Romance
3,3098,4.0,sci-fi,Drama
3,3142,4.0,sci-fi,Documentary|Musical
3,5060,5.0,sci-fi,Comedy|Drama|War
4,6,3.0,sci-fi,Action|Crime|Thriller
4,10,4.0,sci-fi,Action|Adventure|Thriller
4,19,3.0,sci-fi,Comedy
4,32,1.0,sci-fi,Mystery|Sci-Fi|Thriller
4,165,3.0,sci-fi,Action|Crime|Thriller
4,329,3.0,sci-fi,Adventure|Drama|Sci-Fi
4,350,4.0,sci-fi,Drama|Mystery|Thriller
4,356,4.0,sci-fi,Comedy|Drama|Romance|War
4,367,3.0,sci-fi,Action|Comedy|Crime|Fantasy
4,368,4.0,sci-fi,Adventure|Comedy|Western
4,370,4.0,sci-fi,Action|Comedy
4,377,4.0,sci-fi,Action|Romance|Thriller
4,380,3.0,sci-fi,Action|Adventure|Comedy|Romance|Thriller
4,420,3.0,sci-fi,Action|Comedy|Crime|Thriller
4,431,4.0,sci-fi,Crime|Drama
4,440,3.0,sci-fi,Comedy|Romance
4,454,5.0,sci-fi,Drama|Thriller
4,480,4.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
4,489,4.0,sci-fi,Comedy
4,519,3.0,sci-fi,Action|Crime|Drama|Sci-Fi|Thriller
4,520,4.0,sci-fi,Comedy
4,531,3.0,sci-fi,Children|Drama
4,548,3.0,sci-fi,Action|Mystery|Thriller
4,586,4.0,sci-fi,Children|Comedy
4,589,4.0,sci-fi,Action|Sci-Fi
4,594,4.0,sci-fi,Animation|Children|Drama|Fantasy|Musical
4,596,4.0,sci-fi,Animation|Children|Fantasy|Musical
4,733,5.0,sci-fi,Action|Adventure|Thriller
5,2,3.0,sci-fi,Adventure|Children|Fantasy
5,11,5.0,sci-fi,Comedy|Drama|Romance
5,17,3.0,sci-fi,Drama|Romance
5,60,3.0,sci-fi,Adventure|Children|Fantasy
5,62,5.0,sci-fi,Drama
5,104,2.0,sci-fi,Comedy
5,110,4.0,sci-fi,Action|Drama|War
5,140,2.0,sci-fi,Drama|Romance
5,141,5.0,sci-fi,Comedy
5,150,5.0,sci-fi,Adventure|Drama|IMAX
5,224,2.0,sci-fi,Comedy|Drama|Romance
5,235,3.0,sci-fi,Comedy|Drama
5,260,5.0,sci-fi,Action|Adventure|Sci-Fi
5,282,4.0,sci-fi,Drama
5,316,4.0,sci-fi,Action|Adventure|Sci-Fi
5,318,5.0,sci-fi,Crime|Drama
5,350,4.0,sci-fi,Drama|Mystery|Thriller
5,364,5.0,sci-fi,Adventure|Animation|Children|Drama|Musical|IMAX
5,367,3.0,sci-fi,Action|Comedy|Crime|Fantasy
5,368,5.0,sci-fi,Adventure|Comedy|Western
5,370,4.0,sci-fi,Action|Comedy
5,376,4.0,sci-fi,Action|Thriller
5,377,5.0,sci-fi,Action|Romance|Thriller
5,380,5.0,sci-fi,Action|Adventure|Comedy|Romance|Thriller
5,440,5.0,sci-fi,Comedy|Romance
5,454,5.0,sci-fi,Drama|Thriller
5,457,5.0,sci-fi,Thriller
5,475,4.0,sci-fi,Drama
5,480,4.0,sci-fi,Action|Adventure|Sci-Fi|Thriller
5,491,4.0,sci-fi,Drama
5,500,5.0,sci-fi,Comedy|Drama
5,508,5.0,sci-fi,Drama
5,515,3.0,sci-fi,Drama|Romance
5,529,4.0,sci-fi,Drama
5,531,5.0,sci-fi,Children|Drama
5,587,4.0,sci-fi,Comedy|Drama|Fantasy|Romance|Thriller
5,588,5.0,sci-fi,Adventure|Animation|Children|Comedy|Musical
5,589,5.0,sci-fi,Action|Sci-Fi
5,590,5.0,sci-fi,Adventure|Drama|Western
5,593,3.0,sci-fi,Crime|Horror|Thriller
5,594,5.0,sci-fi,Animation|Children|Drama|Fantasy|Musical
5,595,5.0,sci-fi,Animation|Children|Fantasy|Musical|Romance|IMAX
5,608,3.0,sci-fi,Comedy|Crime|Drama|Thriller
5,631,3.0,sci-fi,Adventure|Animation|Children|Fantasy|Musical|Romance
5,648,3.0,sci-fi,Action|Adventure|Mystery|Thriller
5,671,5.0,sci-fi,Comedy|Sci-Fi
5,708,3.0,sci-fi,Comedy|Romance
5,720,5.0,sci-fi,Adventure|Animation|Comedy
5,736,5.0,sci-fi,Action|Adventure|Romance|Thriller
