movieId,title,genres,tagId,relevance,rater_userId,rating,tagger_userId,tag
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,2.0,0.025,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.0,0.05775,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,4.0,0.09675,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,5.0,0.14675,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,6.0,0.217,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,7.0,0.067,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,8.0,0.26275,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,9.0,0.262,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,10.0,0.032,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,11.0,0.577,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,12.0,0.11625,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,13.0,0.188,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,14.0,0.008,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,16.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,19.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,22.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,23.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,24.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,31.0,3.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,15.0,0.03675,34.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,3.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,6.0,5.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,8.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,10.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,11.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,12.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,13.0,4.0,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,14.0,4.5,1644.0,Watched
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,16.0,0.28175,16.0,3.0,1644.0,Watched
